City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,chonchi,-42.6128,-73.8092,5.07,97,82,1.4,CL,1726372577
364,xintai,35.9006,117.7519,24.63,58,9,2.63,CN,1726372578
365,kirensk,57.7853,108.1119,13.66,52,100,2.69,RU,1726372579
366,jinghong,21.991,100.7341,29.55,64,13,1.22,CN,1726372580
367,masterton,-40.9597,175.6575,13.03,82,69,1.62,NZ,1726372581
368,labytnangi,66.6572,66.4183,12.12,69,100,3.35,RU,1726372582
369,yarmouth,41.7057,-70.2286,17.77,92,0,0.89,US,1726372584
370,miramichi,47.0043,-65.4654,9.08,79,78,1.92,CA,1726372586
371,zunyi,27.6867,106.9072,27.82,58,53,4.52,CN,1726372587
372,bikenibeu village,1.3673,173.1241,30.98,70,40,3.6,KI,1726372589
373,boende,-0.2167,20.8667,21.17,97,88,0.67,CD,1726372590
374,yeraliyev,43.2,51.65,19.47,38,5,4.99,KZ,1726372591
375,bermejo,-32.8833,-68.8,15.95,20,0,1.54,AR,1726372592
376,doka,13.5167,35.7667,21.56,94,56,2.55,SD,1726372595
377,skowhegan,44.7651,-69.7192,14.28,96,1,0.54,US,1726372596
378,ulladulla,-35.35,150.4667,14.03,49,24,10.62,AU,1726372597
379,sastre,-31.7676,-61.8289,9.65,52,0,3.86,AR,1726372553
380,yeed,4.55,43.0333,23.14,63,12,8.19,SO,1726372599
381,kulhudhuffushi,6.6221,73.07,28.05,76,19,4.55,MV,1726372600
382,kolobrzeg,54.1757,15.5834,15.15,64,2,10.06,PL,1726372601
383,mcpherson,38.3708,-97.6642,21.61,78,10,4.67,US,1726372603
384,mar del plata,-38.0023,-57.5575,8.3,87,0,2.24,AR,1726372492
385,ghadamis,30.1337,9.5007,28.16,46,49,2.25,LY,1726372605
386,villamontes,-21.25,-63.5,16.88,54,100,1.73,BO,1726372606
387,ilebo,-4.3167,20.5833,22.07,82,8,0.8,CD,1726372607
388,silvia,2.611,-76.3785,9.97,77,13,3.06,CO,1726372609
389,zabol,32.25,67.25,21.12,12,0,1.15,AF,1726372610
390,amga,60.8953,131.9608,8.24,43,12,2.59,RU,1726372612
391,yekaterinoslavka,50.3734,129.1139,21.64,28,4,3.62,RU,1726372613
392,caala,-12.8525,15.5606,16.71,60,32,0.95,AO,1726372614
393,mangrol,21.1167,70.1167,27.4,73,100,4.67,IN,1726372615
394,del rio,29.3627,-100.8968,28.22,65,75,5.14,US,1726372616
395,hope mills,34.9704,-78.9453,23.54,85,75,5.14,US,1726372617
396,presidente epitacio,-21.7633,-52.1156,23.83,60,85,4.64,BR,1726372618
397,rey bouba,8.6724,14.1786,22.13,98,100,0.86,CM,1726372619
398,sarov,54.9358,43.3235,13.67,55,8,1.99,RU,1726372620
399,siret,47.95,26.0667,12.46,94,5,1.36,RO,1726372622
400,forster,-32.1667,152.5167,14.65,72,53,10.35,AU,1726372623
401,xichang,27.8964,102.2634,25.93,66,8,0.98,CN,1726372624
402,arys,42.4252,68.795,20.32,24,94,2.64,KZ,1726372625
403,muli,2.9167,73.5667,28.77,73,63,3.95,MV,1726372626
404,santiago de cao,-7.9589,-79.2392,16.07,94,100,3.6,PE,1726372627
405,kiunga,-6.1219,141.2906,28.61,73,90,1.27,PG,1726372628
406,taunggyi,20.7833,97.0333,25.98,63,49,1.32,MM,1726372629
407,key west,24.5557,-81.7826,32.78,73,0,3.09,US,1726372631
408,egilsstadir,65.2653,-14.3948,4.95,87,100,8.75,IS,1726372632
409,zabaykal'sk,49.6333,117.3167,20.68,34,94,7.37,RU,1726372633
410,zeya,53.75,127.2667,17.68,37,22,1.83,RU,1726372634
411,port saint john's,-31.6229,29.5448,17.98,84,94,5.45,ZA,1726372635
412,kudahuvadhoo,2.6708,72.8944,28.97,71,85,3.74,MV,1726372636
413,fallon,39.4735,-118.7774,22.93,29,0,1.54,US,1726372425
414,ende,-8.8432,121.6623,30.13,47,65,4.07,ID,1726372638
415,ciudad melchor muzquiz,27.8833,-101.5167,24.79,86,100,1.34,MX,1726372639
416,cassilandia,-19.1133,-51.7342,24.49,44,5,1.2,BR,1726372641
417,wanning,18.8003,110.3967,29.78,71,39,3.49,CN,1726372423
418,adra,36.7496,-3.0206,21.31,69,0,2.64,ES,1726372644
419,palmer,42.1584,-72.3287,20.29,70,88,1.86,US,1726372548
420,opuwo,-18.0607,13.84,18.64,31,47,1.47,NA,1726372646
421,sao tome,0.3365,6.7273,24.77,87,90,2.74,ST,1726372647
422,oldenburg in holstein,54.3,10.8833,8.36,88,4,4.16,DE,1726372650
423,shahrud,36.4182,54.9763,17.73,52,12,4.63,IR,1726372651
424,constantia,44.1833,28.65,13.38,57,59,6.28,RO,1726372445
425,ocean city,39.2776,-74.5746,21.1,88,100,1.34,US,1726372457
426,babayurt,43.6002,46.7789,19.28,64,0,3.8,RU,1726372654
427,port arthur,38.8,121.2667,22.12,49,9,5.38,CN,1726372655
428,jayapura,-2.5333,140.7,32.66,80,97,0.52,ID,1726372656
429,pemba,-12.974,40.5178,23.39,94,20,2.57,MZ,1726372658
430,sunchales,-30.944,-61.5615,12.25,52,0,3.62,AR,1726372659
431,estreito,-5.7833,-43.25,23.3,44,42,1.22,BR,1726372660
432,tual,-5.6667,132.75,26.47,85,45,6.11,ID,1726372661
433,port macquarie,-31.4333,152.9167,15.6,53,43,2.68,AU,1726372662
434,beira,-19.8436,34.8389,22.05,94,2,3.09,MZ,1726372663
435,boyalik,41.2634,28.6314,20.97,81,99,6.78,TR,1726372664
436,ishinomaki,38.4167,141.3,27.53,81,80,3.01,JP,1726372665
437,the pas,53.8251,-101.2541,13.01,88,40,2.57,CA,1726372666
438,sao vicente,-23.9631,-46.3919,21.66,26,60,2.07,BR,1726372668
439,amurzet,47.6967,131.0981,20.97,36,3,4.23,RU,1726372669
440,monroe,43.1501,-77.6831,19.45,94,0,1.96,US,1726372670
441,prince albert,53.2001,-105.7677,11.97,87,20,0.0,CA,1726372654
442,mildura,-34.2,142.15,17.26,31,0,7.04,AU,1726372672
443,finsterwalde,51.6333,13.7167,8.2,90,78,5.36,DE,1726372673
444,buon ma thuot,12.6667,108.05,22.66,97,100,1.22,VN,1726372674
445,pandan,14.0453,124.1694,29.42,75,98,6.61,PH,1726372675
446,karratha,-20.7377,116.8463,32.21,19,88,9.04,AU,1726372677
447,walvis bay,-22.9575,14.5053,10.64,92,2,5.51,NA,1726372678
448,la grande,45.3246,-118.0877,17.05,60,38,1.95,US,1726372679
449,poronaysk,49.2167,143.1167,17.44,56,17,1.75,RU,1726372680
450,saint croix,17.7397,-64.7388,28.25,88,20,3.6,VI,1726372681
451,narrabri,-30.3167,149.7833,17.51,44,7,2.68,AU,1726372682
452,palmeira das missoes,-27.8994,-53.3136,11.58,98,11,4.37,BR,1726372683
453,winnemucca,40.973,-117.7357,19.03,20,0,4.63,US,1726372534
454,vuktyl,63.8567,57.3094,15.95,86,87,1.56,RU,1726372686
455,saint-joseph,-21.3667,55.6167,19.21,67,38,5.7,RE,1726372687
456,balykshi,47.0667,51.8667,16.0,55,0,5.0,KZ,1726372688
457,banda aceh,5.5577,95.3222,29.97,63,100,7.62,ID,1726372493
458,naracoorte,-36.9579,140.7383,15.03,45,1,4.14,AU,1726372690
459,pont rouge,48.8833,-72.0825,12.78,67,48,1.9,CA,1726372691
460,progreso,21.2833,-89.6667,29.42,84,30,4.87,MX,1726372692
461,cromwell,41.5951,-72.6454,19.95,87,0,0.0,US,1726372693
462,morehead city,34.7229,-76.726,23.35,93,100,4.92,US,1726372694
463,beroroha,-21.6667,45.1667,21.91,66,5,1.36,MG,1726372696
464,st. john's,47.5649,-52.7093,11.65,78,100,8.49,CA,1726372427
465,island harbour,50.724,-1.2758,13.9,61,32,2.68,GB,1726372698
466,borzya,50.3833,116.5167,19.53,42,100,7.78,RU,1726372699
467,belfast,54.5833,-5.9333,13.9,95,100,2.06,GB,1726372695
468,margate,51.3813,1.3862,9.27,87,6,4.19,GB,1726372701
469,lima,-12.0432,-77.0282,16.61,83,100,3.09,PE,1726372458
470,bisalpur,28.3,79.8,28.2,76,9,3.47,IN,1726372703
471,antsiranana,-12.2787,49.2917,23.42,73,75,7.2,MG,1726372705
472,baley,51.6,116.6333,17.96,40,100,4.62,RU,1726372706
473,puerto baquerizo moreno,-0.9,-89.6,21.14,88,74,4.52,EC,1726372707
474,seka,17.9285,103.9552,28.58,77,100,1.9,TH,1726372708
475,dawson creek,55.7666,-120.2362,13.8,62,0,3.09,CA,1726372455
476,shelton,41.3165,-73.0932,20.01,89,0,0.0,US,1726372543
477,songkhla,6.8333,100.6667,27.35,76,100,3.29,TH,1726372561
478,kaduna,10.5222,7.4383,20.89,96,29,1.67,NG,1726372712
479,brasileia,-11.0161,-68.7481,29.82,40,79,0.5,BR,1726372713
480,wad az zaki,14.4619,32.2065,28.07,69,3,3.56,SD,1726372715
481,alakurtti,66.9672,30.3491,8.35,94,100,1.48,RU,1726372716
482,kidal,18.4411,1.4078,27.08,61,87,2.18,ML,1726372717
483,namibe,-15.1961,12.1522,17.78,87,15,2.5,AO,1726372718
484,sinabang,2.4803,96.3801,30.02,63,54,0.78,ID,1726372719
485,micheweni,-4.9667,39.8333,24.22,75,20,4.5,TZ,1726372721
486,guane,22.2025,-84.0875,26.88,87,100,1.74,CU,1726372722
487,quchan,37.106,58.5095,16.31,41,100,3.85,IR,1726372724
488,ak-dovurak,51.1833,90.6,11.98,34,44,1.39,RU,1726372725
489,prado,-17.3411,-39.2208,23.48,77,0,4.58,BR,1726372726
490,ginir,7.1333,40.7,16.28,63,78,4.15,ET,1726372727
491,azacualpa,15.3433,-88.5514,22.92,100,100,0.34,HN,1726372728
492,arvayheer,46.2639,102.775,15.12,36,72,8.13,MN,1726372729
493,lagunas,-5.2269,-75.6753,28.12,44,51,1.29,PE,1726372730
494,nandgaon,20.3167,74.65,25.72,70,82,5.27,IN,1726372731
495,kolonia,50.9333,6.95,7.36,89,75,1.03,DE,1726372733
496,illizi,26.4833,8.4667,29.38,44,80,2.12,DZ,1726372734
497,kalmunai,7.4167,81.8167,32.01,54,30,1.04,LK,1726372735
498,kupang,-10.1667,123.5833,37.32,15,20,6.69,ID,1726372736
499,juneau,58.3019,-134.4197,10.61,97,75,2.06,US,1726372343
500,cidreira,-30.1811,-50.2056,12.75,88,21,2.15,BR,1726372738
501,baijiantan,45.6333,85.1833,17.92,35,0,2.79,CN,1726372740
502,koryazhma,61.3143,47.1691,17.17,85,100,0.88,RU,1726372742
503,las tablas,7.7667,-80.2833,27.32,99,67,1.41,PA,1726372743
504,prince rupert,54.3161,-130.3201,12.05,94,0,3.6,CA,1726372744
505,zyryanovsk,49.7386,84.2719,10.56,48,1,0.47,KZ,1726372745
506,antalaha,-14.9003,50.2788,21.81,89,96,5.54,MG,1726372746
507,ubari,26.5921,12.7805,28.32,52,30,3.27,LY,1726372747
508,tatebayashi,36.25,139.5333,35.4,44,85,0.96,JP,1726372749
509,aleg,17.0481,-13.9209,29.62,57,75,5.16,MR,1726372751
510,crolles,45.282,5.8782,9.48,100,84,2.5,FR,1726372752
511,kovalam,8.3667,76.9967,30.05,70,40,4.12,IN,1726372753
512,cupar,56.3188,-3.012,12.58,85,73,3.28,GB,1726372754
513,iwaki,37.05,140.8833,31.27,66,45,4.61,JP,1726372755
514,gomez farias,23.05,-99.15,22.74,95,93,0.35,MX,1726372756
515,colares,38.7992,-9.4469,21.88,59,68,4.97,PT,1726372757
516,atamyrat,37.8357,65.2106,23.27,22,0,3.01,TM,1726372758
517,terenozek,45.05,64.9833,19.4,32,63,10.91,KZ,1726372760
518,pangai,-19.8,-174.35,26.06,73,40,2.06,TO,1726372761
519,port de pollenca,39.9075,3.0814,19.6,56,0,3.69,ES,1726372762
520,sydney mines,46.2367,-60.2177,13.99,82,75,8.23,CA,1726372763
521,tomatlan,19.9333,-105.25,25.28,95,63,0.68,MX,1726372764
522,viedma,-40.8135,-62.9967,7.22,61,78,3.99,AR,1726372554
523,revda,56.801,59.9303,13.7,84,3,1.3,RU,1726372766
524,midland,31.9974,-102.0779,26.03,60,0,3.6,US,1726372564
525,shalqar,47.8333,59.6,18.61,47,5,6.94,KZ,1726372768
526,currais novos,-6.2608,-36.5178,20.06,78,1,7.73,BR,1726372770
527,moapa valley,36.5805,-114.4703,29.38,25,0,3.2,US,1726372771
528,iwamizawa,43.2003,141.7597,18.95,74,100,4.05,JP,1726372772
529,malanville,11.8685,3.3899,23.91,94,99,2.09,BJ,1726372773
530,san pedro pochutla,15.7333,-96.4667,26.51,87,100,1.58,MX,1726372774
531,pemangkat,1.1667,108.9667,30.4,52,95,5.23,ID,1726372775
532,preobrazheniye,42.9019,133.9064,20.71,46,5,2.7,RU,1726372776
533,extrema,-22.8547,-46.3183,17.04,73,19,2.12,BR,1726372777
534,moose jaw,50.4001,-105.5344,15.14,51,86,4.12,CA,1726372779
535,sidney,-33.8679,151.2073,17.28,48,66,2.24,AU,1726372500
536,chios,38.3678,26.1358,21.94,70,41,3.12,GR,1726372781
537,gubakha,58.8386,57.5532,15.65,76,5,0.94,RU,1726372782
538,puerto aysen,-45.4,-72.7,4.31,100,100,2.45,CL,1726372783
539,oltinko'l,40.8011,72.1634,25.16,19,5,0.67,UZ,1726372784
540,yazman,29.1212,71.7446,32.55,42,0,6.04,PK,1726372785
541,yeniseysk,58.4497,92.1703,5.0,62,98,3.52,RU,1726372786
542,ostersund,63.1792,14.6357,6.25,84,64,4.12,SE,1726372787
543,mahina,-17.5065,-149.489,22.87,94,100,3.09,PF,1726372789
544,okola,4.0167,11.3833,20.71,98,99,1.13,CM,1726372790
545,saudarkrokur,65.7461,-19.6394,3.68,98,100,6.21,IS,1726372791
546,isangel,-19.55,169.2667,26.06,78,75,6.17,VU,1726372792
547,pacific grove,36.6177,-121.9166,14.12,93,100,3.13,US,1726372793
548,arauco,-37.2463,-73.3175,7.85,80,100,2.61,CL,1726372794
549,tobruk,32.0836,23.9764,25.43,72,35,6.61,LY,1726372795
550,kariba,-16.5167,28.8,21.76,37,0,1.66,ZW,1726372796
551,iglino,54.8324,56.4126,14.91,84,33,2.62,RU,1726372798
552,hilo,19.7297,-155.09,25.61,83,27,0.45,US,1726372799
553,mazan,44.0568,5.1275,12.2,77,0,3.91,FR,1726372800
554,coquimbo,-29.9533,-71.3436,10.85,91,0,2.57,CL,1726372388
555,concepcion,-36.827,-73.0498,9.89,76,0,5.66,CL,1726372792
556,taksimo,56.3444,114.8794,13.27,53,84,1.62,RU,1726372803
557,awjilah,29.1081,21.2869,26.86,59,4,7.87,LY,1726372804
558,charles city,43.0664,-92.6724,20.22,98,0,2.57,US,1726372608
559,singaraja,-8.112,115.0882,30.57,51,23,3.19,ID,1726372806
560,hami,42.8,93.45,21.99,28,10,2.79,CN,1726372808
561,shanwei,22.782,115.3475,29.72,63,25,2.21,CN,1726372809
562,neufchatel-en-bray,49.7332,1.4396,8.13,87,5,0.49,FR,1726372810
563,mubende,0.5606,31.39,15.86,90,46,0.65,UG,1726372811
564,san andres,12.5847,-81.7006,29.01,89,40,2.06,CO,1726372812
565,kyshtovka,56.555,76.6271,9.54,68,2,5.34,RU,1726372813
566,sutton coldfield,52.5667,-1.8167,11.02,90,0,1.54,GB,1726372814
567,lycksele,64.5954,18.6735,-1.07,100,0,1.54,SE,1726372788
568,samana,19.2056,-69.3369,24.64,94,100,2.32,DO,1726372818
569,fada,7.25,4.0667,22.06,99,98,0.58,NG,1726372819
570,xianju,28.85,120.7333,28.88,84,98,1.98,CN,1726372820
571,krasnokamensk,50.0979,118.0369,19.53,41,100,5.75,RU,1726372821
572,greater sudbury,46.49,-80.99,18.54,91,22,1.33,CA,1726372616
573,gombi,10.1614,12.7399,20.72,90,20,0.59,NG,1726372824
574,pampa,35.5362,-100.9599,24.02,43,0,4.63,US,1726372825
575,urbano santos,-3.2078,-43.4036,22.15,94,6,2.1,BR,1726372827
576,taikang,46.8333,124.4167,22.27,35,17,6.55,CN,1726372829
